Timestamp,MPU1_Accel_X,MPU1_Accel_Y,MPU1_Accel_Z,MPU1_Gyro_X,MPU1_Gyro_Y,MPU1_Gyro_Z,MPU2_Accel_X,MPU2_Accel_Y,MPU2_Accel_Z,MPU2_Gyro_X,MPU2_Gyro_Y,MPU2_Gyro_Z,Temp_C,Temp_F,Humidity,Gas_Analog,Gas_Digital
2026-07-18T17:08:04.603Z,3336,480,17576,1973,-11,-338,4144,592,15560,83,105,-31,25.94,78.69200000000001,65.82,241,1
2026-07-18T17:08:04.651Z,3336,452,17672,2011,-36,-304,4148,616,15700,64,124,-61,25.94,78.69200000000001,65.85,242,1
2026-07-18T17:08:04.661Z,3328,464,17528,1957,-8,-327,4160,636,15696,94,89,-64,25.94,78.69200000000001,65.86,243,1
2026-07-18T17:08:04.669Z,3392,484,17460,1985,-20,-298,4192,624,15604,50,110,-48,25.92,78.656,65.89,241,1
2026-07-18T17:08:04.814Z,3372,484,17508,2006,-23,-325,4160,648,15628,81,96,-25,25.92,78.656,65.89,241,1
2026-07-18T17:08:05.413Z,3336,504,17592,1974,-9,-319,4148,616,15600,64,117,-25,25.92,78.656,65.9,241,1
2026-07-18T17:08:05.532Z,3388,520,17596,1964,-29,-298,4140,620,15688,43,78,-62,25.94,78.69200000000001,65.9,242,1
2026-07-18T17:08:05.952Z,3360,440,17480,1999,-2,-357,4184,628,15600,69,78,-46,25.92,78.656,65.92,242,1
2026-07-18T17:08:06.252Z,3360,452,17624,1973,-26,-323,4152,688,15632,49,98,-30,25.94,78.69200000000001,65.92,242,1
2026-07-18T17:08:06.261Z,3332,472,17588,1970,-31,-332,4168,656,15660,77,64,-13,25.92,78.656,65.94,242,1
2026-07-18T17:08:06.268Z,3352,412,17576,1976,-31,-316,4112,620,15684,53,89,-31,25.92,78.656,65.95,242,1
2026-07-18T17:08:06.433Z,3400,396,17500,1932,-5,-334,4180,596,15632,63,120,-45,25.94,78.69200000000001,65.95,241,1
2026-07-18T17:08:06.913Z,3364,444,17568,1986,-14,-318,4148,624,15516,74,87,-38,25.94,78.69200000000001,65.97,241,1
2026-07-18T17:08:07.153Z,3460,456,17664,1963,11,-315,4236,624,15716,45,73,-59,25.94,78.69200000000001,65.97,241,1
2026-07-18T17:08:07.692Z,3412,440,17564,1994,-38,-329,4240,676,15624,90,72,-25,25.95,78.71,65.95,242,1
2026-07-18T17:08:07.933Z,3376,456,17648,1965,-37,-315,4116,596,15664,40,72,-62,25.95,78.71,65.95,242,1
2026-07-18T17:08:08.053Z,3368,460,17468,1981,-17,-278,4112,664,15700,78,108,5,25.98,78.764,65.95,242,1
2026-07-18T17:08:08.352Z,3320,484,17608,1968,-10,-368,4168,656,15712,63,114,-8,25.96,78.72800000000001,65.95,241,1
2026-07-18T17:08:08.713Z,3364,480,17516,1991,-22,-333,4160,656,15704,70,125,-69,25.96,78.72800000000001,65.94,242,1
2026-07-18T17:08:09.133Z,3352,336,17580,1965,12,-311,4164,572,15628,44,75,-67,25.98,78.764,65.92,241,1
2026-07-18T17:08:09.313Z,3376,436,17600,1981,-8,-335,4128,612,15600,76,95,2,25.96,78.72800000000001,65.92,241,1
2026-07-18T17:08:10.452Z,3352,460,17492,1992,-26,-340,4204,604,15560,65,117,-1,25.96,78.72800000000001,65.9,241,1
2026-07-18T17:08:10.693Z,3448,468,17600,1976,-29,-317,4152,628,15584,76,90,-30,25.96,78.72800000000001,65.9,241,1
2026-07-18T17:08:11.292Z,3404,436,17576,1967,-28,-342,4160,632,15580,29,86,3,25.98,78.764,65.9,241,1
2026-07-18T17:08:11.713Z,3384,496,17532,1939,-20,-309,4160,588,15556,89,71,-29,25.98,78.764,65.89,241,1
2026-07-18T17:08:12.253Z,3396,504,17588,2000,-39,-319,4220,628,15664,60,72,-34,25.95,78.71,65.89,242,1
2026-07-18T17:08:12.553Z,3356,432,17528,1959,-30,-323,4172,640,15620,65,110,-36,25.95,78.71,65.89,242,1
2026-07-18T17:08:13.752Z,3384,396,17584,1968,-55,-347,4108,552,15696,51,77,-11,25.96,78.72800000000001,65.9,242,1
2026-07-18T17:08:13.816Z,3408,404,17440,1931,-34,-351,4088,636,15540,93,80,-18,25.95,78.71,65.87,241,1
2026-07-18T17:08:14.051Z,3400,456,17584,2000,-48,-346,4140,628,15672,51,105,-37,25.96,78.72800000000001,65.89,241,1
2026-07-18T17:08:14.171Z,3316,448,17668,1967,-20,-327,4168,596,15632,42,68,-68,25.95,78.71,65.89,241,1
2026-07-18T17:08:14.652Z,3368,572,17580,1980,-24,-313,4104,600,15648,62,113,-43,25.96,78.72800000000001,65.9,241,1
2026-07-18T17:08:15.674Z,3380,464,17624,1950,0,-295,4200,524,15620,53,88,-56,25.94,78.69200000000001,65.92,241,1
2026-07-18T17:08:16.632Z,3352,456,17556,1949,-47,-297,4144,580,15724,60,82,-60,25.95,78.71,65.92,241,1
2026-07-18T17:08:17.771Z,3364,448,17604,1942,-46,-291,4148,612,15680,60,91,-33,25.95,78.71,65.9,241,1
2026-07-18T17:08:17.834Z,3364,508,17576,1963,-19,-334,4176,624,15628,44,75,-45,25.95,78.71,65.92,242,1
2026-07-18T17:08:17.843Z,3420,388,17616,1935,-28,-325,4184,660,15792,49,87,-40,25.95,78.71,65.92,241,1
2026-07-18T17:08:18.733Z,3372,428,17624,1957,-45,-333,4144,584,15644,94,81,-13,25.94,78.69200000000001,65.94,242,1
2026-07-18T17:08:19.212Z,3432,512,17432,2009,-27,-330,4108,700,15492,100,75,-52,25.94,78.69200000000001,65.92,241,1
2026-07-18T17:08:19.693Z,3428,496,17476,1958,-38,-318,4084,556,15680,51,96,-42,25.94,78.69200000000001,65.97,241,1
2026-07-18T17:08:20.114Z,3376,448,17632,1955,-25,-298,4132,660,15656,99,123,-10,25.95,78.71,65.97,241,1
2026-07-18T17:08:20.292Z,3416,424,17500,2014,-2,-311,4128,604,15608,57,85,-28,25.94,78.69200000000001,65.99,241,1
2026-07-18T17:08:21.014Z,3424,484,17612,1962,22,-307,4180,660,15736,50,125,-26,25.94,78.69200000000001,65.99,242,1
2026-07-18T17:08:22.753Z,3372,544,17528,1950,-15,-310,4112,604,15668,71,84,-4,25.94,78.69200000000001,65.99,242,1
2026-07-18T17:08:23.294Z,3356,444,17516,1953,-15,-312,4200,584,15632,81,83,-24,25.92,78.656,65.99,242,1
2026-07-18T17:08:23.593Z,3356,456,17680,1962,-10,-330,4168,584,15608,26,104,-7,25.94,78.69200000000001,66.06,242,1
2026-07-18T17:08:23.773Z,3412,420,17612,1982,-41,-278,4148,552,15616,97,84,-8,25.94,78.69200000000001,66.05,241,1
2026-07-18T17:08:23.953Z,3416,480,17624,1952,-33,-324,4212,604,15532,55,106,-32,25.94,78.69200000000001,66.05,242,1
2026-07-18T17:08:24.375Z,3388,460,17576,1953,-25,-351,4108,640,15596,77,67,0,25.95,78.71,66.05,241,1
2026-07-18T17:08:24.973Z,3364,460,17540,1968,-44,-340,4204,668,15632,36,88,-18,25.94,78.69200000000001,66.06,241,1
2026-07-18T17:08:25.453Z,3408,428,17592,1963,-11,-321,4124,600,15608,70,75,-74,25.92,78.656,66.12,241,1
2026-07-18T17:08:25.753Z,3388,404,17516,1985,-37,-340,4136,656,15644,94,100,-41,25.92,78.656,66.16,241,1
2026-07-18T17:08:25.993Z,3348,428,17620,1962,-23,-346,4172,608,15768,67,95,-45,25.91,78.638,66.19,241,1
2026-07-18T17:08:26.835Z,3448,532,17568,1947,-23,-330,4196,644,15684,59,82,-1,25.94,78.69200000000001,66.18,241,1
2026-07-18T17:08:27.015Z,3364,528,17496,1970,-25,-358,4096,600,15668,107,61,-48,25.95,78.71,66.18,241,1
2026-07-18T17:08:27.193Z,3376,424,17540,1948,-16,-342,4116,620,15656,56,112,5,25.91,78.638,66.19,241,1
2026-07-18T17:08:27.676Z,3400,464,17548,1980,3,-346,4148,596,15564,73,111,-4,25.91,78.638,66.19,241,1
2026-07-18T17:08:28.515Z,3376,476,17576,1967,-26,-358,4084,716,15600,60,96,-54,25.91,78.638,66.2,241,1
2026-07-18T17:08:28.753Z,3376,476,17524,1946,-4,-341,4140,604,15644,60,77,0,25.92,78.656,66.22,241,1
2026-07-18T17:08:29.175Z,3360,468,17500,1988,-30,-361,4124,648,15668,74,102,-33,25.92,78.656,66.22,241,1
2026-07-18T17:08:29.473Z,3388,480,17476,1979,-54,-296,4172,572,15572,52,51,-36,25.9,78.62,66.24,241,1
2026-07-18T17:08:29.593Z,3376,468,17548,1975,25,-315,4148,632,15672,39,87,-56,25.9,78.62,66.31,241,1
